Material ID,Epsilon
mvc-5771,20.87866667
mvc-5778,54.59533333
mvc-5779,24.25066667
mvc-15354,18.24666667
mvc-1387,34.862
mvc-8926,16.862
mvc-15351,21.71
mvc-1474,12.69666667
mvc-11930,16.994
mvc-8925,17.636
mvc-8928,12.15533333
mvc-1473,15.54666667
mvc-1472,13.886
mvc-13757,15.64333333
mvc-7730,13.286
mvc-7738,49.4
mvc-5547,11.17933333
mvc-5541,13.54533333
mvc-1040,13.10266667
mvc-1049,25.41866667
mvc-9670,87.274
mvc-9671,20.518
mvc-9675,78.32
mvc-5542,17.71333333
mvc-1041,31.446
mvc-9677,178.0563333
mvc-7944,17.488
mvc-9679,8.756666667
mvc-7943,15.46266667
mvc-7947,8.456
mvc-2412,24.794
mvc-6508,27.728
mvc-7948,66.04
mvc-16479,21.57866667
mvc-16470,13.086
mvc-10416,157.9426667
mvc-8352,14.406
mvc-3616,44.54
mvc-1220,65.17333333
mvc-3611,43.64933333
mvc-8359,11.79866667
mvc-8358,10.802
mvc-2216,27.00866667
mvc-5756,23.33533333
mvc-7057,16.15066667
mvc-7052,20.456
mvc-7051,12.44066667
mvc-7053,19.796
mvc-7054,18.53266667
mvc-2669,94.92
mvc-2215,22.77533333
mvc-942,16.27866667
mvc-2667,39.4
mvc-13146,295.8306667
mvc-13140,21.51533333
mvc-7733,26.61333333
mvc-2668,99.58
mvc-2665,32.49933333
mvc-13145,17.87533333
mvc-2664,62.15333333
mvc-2663,65.99333333
mvc-13141,14.968
mvc-11434,29.78266667
mvc-2488,26.84733333
mvc-13412,176.7173333
mvc-2487,298.7606667
mvc-14703,14.59333333
mvc-3826,56.19333333
mvc-11438,16.50866667
mvc-9844,58.88633333
mvc-3283,8.632666667
mvc-9840,15.91666667
mvc-4083,14.37066667
mvc-3281,16.24533333
mvc-4085,51.30666667
mvc-5978,205.9066667
mvc-3751,17.99333333
mvc-3753,35.33333333
mvc-4746,16.93733333
mvc-3757,13.73533333
mvc-3750,17.38324
mvc-4744,16.45133333
mvc-609,299.264
mvc-608,34.74666667
mvc-10609,31.16333333
mvc-10603,18.70866667
mvc-2348,13.52133333
mvc-8702,19.256
mvc-4168,187.362
mvc-13047,150.638
mvc-6081,60.47333333
mvc-6083,24.06
mvc-13143,16.65
mvc-1351,210.6533333
mvc-1355,23.20933333
mvc-7743,21.722
mvc-8959,23.05933333
mvc-7210,18.68066667
mvc-7748,23.99
mvc-13255,34.18533333
mvc-16363,161.2613333
mvc-8951,16.856
mvc-16093,52.23733333
mvc-16090,25.40133333
mvc-912,13.73733333
mvc-919,23.66266667
mvc-16451,45.776
mvc-10399,184.8568
mvc-910,302.4866667
mvc-913,16.71533333
mvc-16091,28.79933333
mvc-637,76.6568
mvc-632,66.66
mvc-2288,18.344
mvc-2283,25.56333333
mvc-16320,101.6066667
mvc-13298,185.3953333
mvc-13297,297.4533333
mvc-2863,10.06333333
mvc-2865,240.9701333
mvc-2867,161.1666667
mvc-15177,99.85533333
mvc-15176,185.8933333
mvc-12164,47.77533333
mvc-15578,9.285333333
mvc-14600,11.168
mvc-15350,27.67533333
mvc-10181,10.11333333
mvc-405,30.91333333
mvc-404,19.89133333
mvc-409,43.84866667
mvc-10188,15.05666667
mvc-10187,21.02533333
mvc-10695,19.58
mvc-10697,12.346
mvc-3005,33.62533333
mvc-3004,34.466
mvc-3002,43.43866667
mvc-3000,30.278
mvc-3009,33.91933333
mvc-551,25.2
mvc-9516,177.678
mvc-8609,21.028
mvc-5157,4008.822667
mvc-7372,18.81266667
mvc-6171,33.07533333
mvc-16064,38.32866667
mvc-16210,176.3634667
mvc-16217,20.66866667
mvc-1092,22.27866667
mvc-980,10.348
mvc-9890,92.34
mvc-321,64.36266667
mvc-1700,42.73333333
mvc-5115,43.50066667
mvc-5112,15.89333333
mvc-5116,39.03133333
mvc-5117,44.744
mvc-5111,15.34533333
mvc-5113,29.074
mvc-5119,15.67866667
mvc-16396,50.11333333
mvc-16397,296.6553333
mvc-8643,17.62
mvc-8644,20.01333333
mvc-13311,117.7513333
mvc-2992,116.84
mvc-16392,163.2568
mvc-16391,33.41333333
mvc-5118,18.974
mvc-4870,17.242
mvc-8751,15.44266667
mvc-402,27.34666667
mvc-400,13.69266667
mvc-8750,19.08666667
mvc-13985,18.816
mvc-4429,44.55866667
mvc-14400,38.54666667
mvc-5557,15.75533333
mvc-7954,121.7066667
mvc-9240,20.462
mvc-14240,25.584
mvc-5967,2675.752667
mvc-6929,5339.601333
mvc-9476,19.24666667
mvc-5032,17.446
mvc-654,66.12346667
mvc-11845,33.904
mvc-653,110.1066667
mvc-13702,12.88066667
mvc-13704,13.55533333
mvc-652,22.70666667
mvc-11635,26.41466667
mvc-10612,27.80333333
mvc-11639,77.39
mvc-3999,19.97466667
mvc-2354,3343.415333
mvc-8242,13.75733333
mvc-13947,1034.713333
mvc-14448,15.11733333
mvc-15898,20.94
mvc-5011,94.37333333
mvc-5013,16.32066667
mvc-3973,21.46
mvc-2377,65.51333333
mvc-2379,61.66666667
mvc-10357,162.8803333
mvc-9819,15.84733333
mvc-5923,21.14666667
mvc-2315,4012.156
mvc-2316,4678.388667
mvc-14011,19.05333333
mvc-4272,37.61333333
mvc-368,13.34133333
mvc-9112,161.8466667
mvc-13600,52.56
mvc-7848,31.87666667
mvc-7845,62.48
mvc-7846,161.9846667
mvc-12638,3346.462667
mvc-7841,55.24466667
mvc-12636,3346.462667
mvc-12634,13.826
mvc-16395,47.49066667
mvc-12635,677.3946667
mvc-10772,50.08
mvc-10776,43.36733333
mvc-16026,161.112
mvc-11047,16.07866667
mvc-7260,126.9046667
mvc-2237,19.22266667
mvc-3279,15.05733333
mvc-2723,29.436
mvc-7266,12.994
mvc-14726,35.62448
mvc-2234,18.42733333
mvc-2232,56.50666667
mvc-14725,13.66448
mvc-3277,13.228
mvc-2230,55.70866667
mvc-14721,17.20257333
mvc-4769,12.94466667
mvc-2239,22.82866667
mvc-11553,48.31
mvc-4767,12.75266667
mvc-11554,20.34257333
mvc-11555,11.53590667
mvc-14096,30.45533333
mvc-15446,17.192
mvc-4182,93.01333333
mvc-4189,41.10866667
mvc-10179,37.29333333
mvc-4183,101.24
mvc-8098,14.58866667
mvc-691,80.06026667
mvc-10171,14.62733333
mvc-9214,43.82
mvc-10170,21.05866667
mvc-10178,47.60666667
mvc-8096,21.2
mvc-12822,61.38
mvc-4982,96.27333333
mvc-4986,15.512
mvc-4985,11.254
mvc-9276,15.958
mvc-12826,10.15066667
mvc-4981,19.52733333
mvc-4989,16.16666667
mvc-9278,22.57733333
mvc-704,78.36666667
mvc-703,91.39333333
mvc-705,110.1066667
mvc-706,91.39333333
mvc-12821,16.02466667
mvc-708,21.91333333
mvc-709,115.7034667
mvc-702,102.9269333
mvc-10548,16.95933333
mvc-5583,21.52733333
mvc-10547,29.24333333
mvc-10545,18.26466667
mvc-5587,10.524
mvc-5586,13.80590667
mvc-5584,15.286
mvc-1112,23.58733333
mvc-700,21.98666667
mvc-5581,31.25733333
mvc-1116,40.07533333
mvc-7981,161.3813333
mvc-10172,15.55933333
mvc-1114,43.68866667
mvc-7986,7.846
mvc-7989,11.31533333
mvc-5634,20.42866667
mvc-5639,10.89533333
mvc-7988,7.892666667
mvc-7676,113.0153333
mvc-7673,17.594
mvc-7677,20.94733333
mvc-7672,32.3
mvc-16254,15.50666667
mvc-16255,20.874
mvc-16251,24.28866667
mvc-13015,26.68
mvc-16253,30.18733333
mvc-4445,52.18866667
mvc-1200,20.506
mvc-9910,19.98933333
mvc-1204,22.36933333
mvc-9914,91.92666667
mvc-9918,26.198
mvc-3359,32.68666667
mvc-9917,15.92533333
mvc-3609,50.96266667
mvc-2911,14.248
mvc-15620,13.26733333
mvc-285,298.78
mvc-3715,37.272
mvc-3716,26.31590667
mvc-286,297.2866667
mvc-287,15.692
mvc-280,27.9
mvc-2726,64.98
mvc-9357,131.0336
mvc-9355,161.0446667
mvc-2235,27.46866667
mvc-12055,13.55266667
mvc-12053,16.21933333
mvc-12056,174.24
mvc-4372,26.166
mvc-4373,162.9486667
mvc-1930,25.30866667
mvc-13690,162.116
mvc-7457,64.16
mvc-1939,29.44666667
mvc-8400,10.58266667
mvc-4379,93.14
mvc-4378,92.94
mvc-8402,33.79333333
mvc-5359,19.50866667
mvc-5356,10.29790667
mvc-5357,34.16666667
mvc-1855,26.21733333
mvc-8403,12.05866667
mvc-4514,29.03933333
mvc-14355,25.77914667
mvc-8669,29.466
mvc-3232,33.55666667
mvc-5136,11.07733333
mvc-5132,19.47733333
mvc-1328,16.31933333
mvc-5135,10.86533333
mvc-14286,29.28648
mvc-5130,21.35066667
mvc-5137,10.95
mvc-11885,176.0913333
mvc-7449,192.2666667
mvc-1323,27.01066667
mvc-5138,10.896
mvc-9136,312.7466667
mvc-9137,53.81333333
mvc-1326,220.7634667
mvc-1325,162.9466667
mvc-1324,12.25
mvc-9133,161.2046667
mvc-1329,226.7634667
mvc-11882,12.402
mvc-12619,675.6193333
mvc-9134,53.058
mvc-12615,11.72666667
mvc-12616,15.866
mvc-4371,462.684
mvc-10288,63.53333333
mvc-10289,16.04066667
mvc-9130,56.00466667
mvc-7861,135.058
mvc-10750,56.86266667
mvc-10751,25.07333333
mvc-3317,27.37933333
mvc-7240,17.80933333
mvc-7242,10.954
mvc-12285,51.014
mvc-12281,52.77266667
mvc-10753,56.464
mvc-8985,23.59333333
mvc-12287,37.49933333
mvc-8988,22.45066667
mvc-8980,28.22133333
mvc-8989,16.954
mvc-8987,15.116
mvc-7245,18.376
mvc-10206,183.0606667
mvc-12282,52.77266667
mvc-8986,16.80266667
mvc-2213,18.67733333
mvc-13220,16.304
mvc-13223,11.53333333
mvc-8983,42.89333333
mvc-8347,12.66666667
mvc-14876,44.12733333
mvc-13224,17.542
mvc-12286,20.162
mvc-13226,28.74133333
mvc-11576,34.372
mvc-11573,682.52
mvc-13841,20.954
mvc-493,27.202
mvc-10117,36.902
mvc-3160,161.8533333
mvc-8257,15.76666667
mvc-11572,14.36524
mvc-3164,150.638
mvc-15479,120.66
mvc-4415,66.15333333
mvc-6621,2679.799333
mvc-12845,184.7866667
mvc-6625,30.40133333
mvc-10566,13.45466667
mvc-724,25.58733333
mvc-10568,13.40133333
mvc-1132,23.452
mvc-10565,149.198
mvc-498,23.07533333
mvc-1136,24.22733333
mvc-5656,12.65666667
mvc-5659,13.42266667
mvc-1130,20.42533333
mvc-15081,18.62533333
mvc-5650,9.762
mvc-6876,40.40933333
mvc-13034,26.202
mvc-7472,105.72
mvc-6877,8.732
mvc-725,22.50066667
mvc-6872,11.89333333
mvc-6878,16.09533333
mvc-15464,22.688
mvc-13039,159.9366667
mvc-13032,23.412
mvc-6307,16.256
mvc-7658,9.746
mvc-2682,164.2733333
mvc-7470,53.71133333
mvc-15460,20.22666667
mvc-3169,28.912
mvc-6400,53.81866667
mvc-6879,9.949333333
mvc-6309,127.02
mvc-2684,34.33866667
mvc-11768,7.588666667
mvc-2975,96.59333333
mvc-15861,25.83390667
mvc-2976,27.21866667
mvc-269,30.96666667
mvc-2971,24.14666667
mvc-15644,13.994
mvc-15869,14.136
mvc-15643,26.12666667
mvc-2970,44.29
mvc-2979,26.626
mvc-12078,13.21324
mvc-3081,20.94924
mvc-4352,42.87533333
mvc-3885,45.19866667
mvc-4356,143.7634667
mvc-4359,19.752
mvc-11181,9.758
mvc-1950,24.17
mvc-11183,26.50466667
mvc-4357,29.40866667
mvc-8469,12.83733333
mvc-8467,12.73866667
mvc-14113,1030.173333
mvc-1956,4677.702667
mvc-8465,13.72733333
mvc-8464,35.046
mvc-14111,36.34666667
mvc-1832,26.282
mvc-14116,27.424
mvc-4983,18.054
mvc-13588,116.2133333
mvc-4987,293.392
mvc-13581,34.63
mvc-8689,34.48933333
mvc-8680,55.146
mvc-9330,16.486
mvc-13301,41.72866667
mvc-4829,13.27066667
mvc-5335,14.40133333
mvc-7654,7.034666667
mvc-9487,45.84
mvc-13582,38.54866667
mvc-5331,15.84733333
mvc-4828,61.66
mvc-9489,18.73333333
mvc-4826,15.19
mvc-5485,8.306
mvc-1306,25.17066667
mvc-9157,15.93333333
mvc-1304,24.752
mvc-9150,28.936
mvc-9155,39.36466667
mvc-9151,28.31133333
mvc-1303,13.39066667
mvc-1301,16.49533333
mvc-1305,24.622
mvc-1309,26.342
mvc-1308,26.244
mvc-9159,16.694
mvc-9154,316.1733333
mvc-9158,185.26
mvc-16359,150.638
mvc-16358,22.664
mvc-11911,25.864
mvc-1302,11.56133333
mvc-11312,24.16133333
mvc-16445,20.39333333
mvc-16446,22.92066667
mvc-11686,11.904
mvc-16440,176.1733333
mvc-1300,27.39866667
mvc-7227,18.14133333
mvc-16442,54.25657333
mvc-11373,293.956
mvc-2764,54.42266667
mvc-11375,34.80933333
mvc-2768,152.4533333
mvc-13858,18.13533333
mvc-13207,15.2
mvc-13204,12.56266667
mvc-15987,29.94
mvc-929,23.04066667
mvc-11377,48.116
mvc-15986,43.7
mvc-15989,78.90466667
mvc-15985,16.91533333
mvc-15980,38.76666667
mvc-924,21.94733333
mvc-921,24.42933333
mvc-920,21.52733333
mvc-10544,29.76266667
mvc-922,21.94733333
mvc-14952,20.978
mvc-928,18.36066667
mvc-926,21.62733333
mvc-3145,23.75533333
mvc-15182,50.71266667
mvc-3414,12.86666667
mvc-3144,205.5866667
mvc-14856,14.42133333
mvc-3147,161.2046667
mvc-3410,14.64266667
mvc-15459,119.6866667
mvc-10541,29.76933333
mvc-3149,160.362
mvc-10542,17.49133333
mvc-3143,26.99866667
mvc-15320,9.954666667
mvc-15457,18.774
mvc-14586,14.87866667
mvc-5816,6002.780667
mvc-10135,32.82666667
mvc-748,24.516
mvc-14582,1032.44
mvc-14589,8.668666667
mvc-12869,15.77333333
mvc-740,41.22
mvc-742,106.24
mvc-15456,40.124
mvc-744,117.2266667
mvc-14327,22.96733333
mvc-6720,18.57066667
mvc-6726,10.36990667
mvc-8140,13.51
mvc-2762,152.1266667
mvc-14580,13.22266667
mvc-1155,30.16666667
mvc-14324,26.776
mvc-12866,13.746
mvc-6891,45.10133333
mvc-1330,23.14933333
mvc-7987,40.84666667
mvc-6890,33.69333333
mvc-6893,8.732
mvc-1338,15.84733333
mvc-1331,26.45733333
mvc-7980,98.32666667
mvc-6898,13.87533333
mvc-5676,18.046
mvc-6892,34.342
mvc-4025,75.722
mvc-6899,7.621333333
mvc-6896,11.05
mvc-13059,159.0313333
mvc-6095,77.82866667
mvc-9002,87.71333333
mvc-6098,39.50866667
mvc-6897,41.63066667
mvc-9000,27.99266667
mvc-6329,16.81533333
mvc-7416,185.8333333
mvc-6325,17.70666667
mvc-8147,80.6568
mvc-16164,10.77533333
mvc-14558,8.844666667
mvc-11744,16.96133333
mvc-9958,206.6866667
mvc-11742,15.25733333
mvc-15846,21.16324
mvc-15847,20.78714667
mvc-15848,11.47724
mvc-15849,25.42705333
mvc-12092,13.49990667
mvc-15669,67.97333333
mvc-248,170.86
mvc-12096,14.906
mvc-14249,24.15733333
mvc-12094,13.216
mvc-14557,7.562
mvc-14678,12.89981333
mvc-4333,51.24666667
mvc-4336,48.32866667
mvc-8333,15.28533333
mvc-4331,29.21066667
mvc-8337,23.01533333
mvc-8336,23.01533333
mvc-8335,13.352
mvc-8332,29.76666667
mvc-8330,27.52666667
mvc-13876,16.56733333
mvc-14138,29.5
mvc-8331,28.28
mvc-8449,13.684
mvc-1817,93.00666667
mvc-5310,11.5
mvc-1818,488.2066667
mvc-8334,16.032
mvc-8339,7.355333333
mvc-4611,28.25
mvc-5319,52.18866667
mvc-5316,43.02666667
mvc-9313,103.12
mvc-8338,13.41066667
mvc-9178,7.839333333
mvc-9314,433.2173333
mvc-9319,102.3266667
mvc-6664,31.47333333
mvc-6320,13.26266667
mvc-14025,27.37933333
mvc-6407,20.43866667
mvc-6403,3345.822
mvc-6404,15.35866667
mvc-6401,3348.202667
mvc-9172,10.448
mvc-9170,52.16666667
mvc-9173,15.09333333
mvc-1360,15.15333333
mvc-9171,8.312
mvc-9176,16.912
mvc-9177,16.54133333
mvc-9174,14.31466667
mvc-12659,16.71333333
mvc-10242,11.89333333
mvc-12658,2676.203333
mvc-9175,16.072
mvc-10247,102.7286667
mvc-12656,150.0993333
mvc-14026,31.38066667
mvc-10246,15.93533333
mvc-10248,62.05333333
mvc-12651,16.46266667
mvc-16376,14.92
mvc-10240,43.57066667
mvc-12657,10.19866667
mvc-10249,21.29
mvc-16379,42.50666667
mvc-10193,299.4846667
mvc-16074,16.468
mvc-7203,448.9453333
mvc-10190,16.608
mvc-15344,20.44666667
mvc-7206,19.00266667
mvc-5143,18.542
mvc-8947,17.77133333
mvc-8943,210.5304
mvc-8165,15.76666667
mvc-9784,253.4066667
mvc-9783,12.24066667
mvc-5692,17.864
mvc-9788,8.453333333
mvc-5693,18.10866667
mvc-5699,13.27190667
mvc-7922,32.24266667
mvc-7920,82.88666667
mvc-7928,161.4333333
mvc-5694,15.046
mvc-7929,26.31133333
mvc-6340,18.10933333
mvc-6346,230.3066667
mvc-7695,92.07333333
mvc-7692,17.134
mvc-3709,42.35533333
mvc-7696,18.574
mvc-10471,7.618666667
mvc-10475,28.50333333
mvc-6345,171.2472
mvc-10479,206.3466667
mvc-10478,208.8568
mvc-3351,27.04
mvc-10477,18.376
mvc-7698,21.95466667
mvc-6669,10.80924
mvc-16085,26.154
mvc-8941,18.13333333
mvc-16083,18.728
mvc-15521,14.278
mvc-908,29.26866667
mvc-3431,165.948
mvc-14834,17.89062667
mvc-3126,31.798
mvc-3121,161.8533333
mvc-3437,31.67333333
mvc-907,47.542
mvc-14832,12.92533333
mvc-904,12.41733333
mvc-14837,162.344
mvc-901,15.72266667
mvc-3436,192.0773333
mvc-3128,13.68857333
mvc-765,160.8866667
mvc-763,22.112
mvc-8781,147.0338667
mvc-8786,135.7901333
mvc-8747,122.5269333
mvc-8160,15.78
mvc-8167,178.92
mvc-1177,89.17533333
mvc-8163,15.02866667
mvc-6799,152.7533333
mvc-8166,15.18666667
mvc-9785,14.038
mvc-4472,16.186
mvc-1178,17.678
mvc-8162,12.806
mvc-10476,16.24666667
mvc-9979,12.70666667
mvc-16141,33.81866667
mvc-3604,44.89333333
mvc-3358,18.20533333
mvc-3700,46.62
mvc-16415,11.814
mvc-12300,161.7133333
mvc-12302,186.0466667
mvc-16411,17.27324
mvc-1216,14.01733333
mvc-12303,38.96
mvc-9344,22.57733333
mvc-15828,20.66866667
mvc-594,24.71333333
mvc-3847,83.76866667
mvc-1993,29.51333333
mvc-3844,12.39933333
mvc-591,85.68
mvc-4645,165.2301333
mvc-4646,196.7933333
mvc-4317,12.52066667
mvc-4640,1345.061333
mvc-1996,29.42666667
mvc-4648,186.9368
mvc-2426,2677.393333
mvc-2422,23.85333333
mvc-2427,185.1266667
mvc-9787,18.73333333
mvc-10814,55.09066667
mvc-14154,45.42666667
mvc-10810,25.01333333
mvc-10813,299.3733333
mvc-14156,24.51
mvc-14155,14.69533333
mvc-14431,114.3933333
mvc-14436,161.0666667
mvc-14346,30.06990667
mvc-14342,16.76133333
mvc-13894,52.23333333
mvc-8318,31.746
mvc-8319,121.0136
mvc-13890,1052.806667
mvc-2919,4007.216
mvc-5992,32.18666667
mvc-5990,55.422
mvc-8313,27.6
mvc-9378,16.78733333
mvc-1694,13.046
mvc-5999,19.902
mvc-8316,12.784
mvc-8311,27.55333333
mvc-11568,12.996
mvc-11697,16.744
mvc-4868,16.482
mvc-4866,11.05933333
mvc-11562,24.66333333
mvc-9190,18.77733333
mvc-9194,12.472
mvc-9191,43.78466667
mvc-9197,16.54133333
mvc-9192,10.34133333
mvc-9196,16.308
mvc-5195,14.65866667
mvc-9198,14.852
mvc-9199,10.67466667
mvc-10267,91.542
mvc-10262,28.30333333
mvc-6640,36.56
mvc-10263,21.29
mvc-10260,14.798
mvc-14348,24.62914667
mvc-5732,16.16266667
mvc-5731,34.86866667
mvc-5738,20.58866667
mvc-7594,10.54866667
mvc-6425,9.193333333
mvc-5737,23.87066667
mvc-6421,199.9234667
mvc-1340,22.89866667
mvc-1349,26.31533333
mvc-6423,16.692
mvc-6422,161.0301333
mvc-8967,27.66
mvc-8960,21.264
mvc-8965,16.11533333
mvc-8963,293.3846667
mvc-8962,293.4913333
mvc-16315,24.33333333
mvc-11332,163.8866667
mvc-16316,47.03333333
mvc-13795,10.56733333
mvc-13245,10.212
mvc-11334,25.07266667
mvc-966,26.58866667
mvc-2851,154.7733333
mvc-13246,175.8906667
mvc-2854,144.5768
mvc-2857,110.1646667
mvc-15147,18.26466667
mvc-15141,125.0304
mvc-15145,161.722
mvc-1203,108.5133333
mvc-2858,18.45933333
mvc-6961,14.85190667
mvc-9007,23.12
mvc-3453,14.43533333
mvc-3104,159.1266667
mvc-12115,29.14
mvc-3102,33.87
mvc-3451,51.00733333
mvc-1646,11.58866667
mvc-5855,20.57733333
mvc-2450,240.9701333
mvc-6967,15.48257333
mvc-15496,32.56666667
mvc-789,22.92
mvc-786,13.04066667
mvc-788,109.3136
mvc-16433,11.23
mvc-9365,64.92
mvc-12320,39.84666667
mvc-10166,14.93
mvc-2192,29.8
mvc-10167,15.10333333
mvc-2622,163.9513333
mvc-2198,26.94866667
mvc-3865,9.115333333
mvc-4660,15.71066667
mvc-4668,18.61733333
mvc-2990,27.21866667
mvc-2993,164.0666667
mvc-2998,31.75666667
