9.560500000000001,4.95
26.24,34.0
10.370549999999998,10.7
15.725,19.23
11.743500000000001,11.4
18.075,18.0
32.11,35.5
6.9215,6.86
6.479499999999999,7.35
37.24999999999999,40.0
23.303999999999995,18.2
90.389,112.0
7.458000000000001,6.4
22.0105,22.5
10.2555,8.67
6.216900000000001,6.81
20.214,24.0
7.207000000000001,6.54
12.7248,14.37
6.997999999999999,8.0
7.57,8.3
16.25,18.1
11.308799999999996,7.6
14.447499999999996,14.2
4.990550000000001,4.5
15.746500000000001,20.0
14.366499999999997,16.2
15.665000000000001,7.5
18.862000000000002,16.0
28.452999999999996,33.0
4.01215,3.385
5.269750000000001,4.15
16.217500000000005,11.3
8.5115,7.48
8.3345,9.02
10.109749999999996,7.76
6.341000000000002,6.2
9.933800000000002,4.7
20.274499999999996,18.4
6.214099999999999,5.3
5.287050000000002,5.73
21.15,5.0
8.779500000000004,3.36
12.9475,6.53
6.641900000000004,3.68
11.2273,13.0
10.691500000000001,6.5
16.565,7.5
8.6635,6.59
9.153900000000002,6.15
5.509999999999998,4.96
3.4263000000000012,2.468
6.000999999999998,5.1
7.145000000000003,5.9
6.9345,7.3
4.8722,6.05
7.173,3.76
9.4393,10.0
5.92,4.37
12.422500000000003,7.75
6.706750000000001,7.9
8.108000000000002,6.4
7.554499999999999,4.426
3.236999999999999,3.16
11.542500000000002,4.9
2.6148,2.7
2.85055,1.96
8.1815,3.8
11.461499999999996,7.39
31.770999999999994,43.9
35.93400000000001,40.6
10.312,12.0
3.773550000000001,2.95
4.73615,4.95
59.87750000000001,79.0
56.64425,55.5
2.962799999999999,2.33
6.0005,4.8
2.838499999999999,1.73
24.7065,33.0
27.925999999999995,36.4
10.900999999999996,7.73
10.336999999999998,12.1
6.252999999999998,4.8
10.862,3.31
2.9502499999999996,1.921
5.177800000000001,5.2
5.997249999999999,5.755
6.354,5.75
32.63700000000001,22.0
11.443000000000001,5.6
18.2795,9.0
17.73005,4.5
10.325000000000001,6.6
6.3950000000000005,9.1
17.732,6.32
12.564000000000004,8.53
17.7365,7.7
17.901999999999997,9.4
13.471699999999998,7.32
