22,19.98435406,,,38.78815425,
5.6,17.49403142,,,26.06340973,
9,19.71953658,,,33.27370721,
4.5,18.55334891,,,31.31007921,
6.6,9.399305804,,,20.42300224,
9.1,9.788403831,,,20.8289642,
6.32,13.74304352,,,16.89569933,
8.53,15.01359286,,,28.74947932,
7.7,10.63179704,,,20.63283625,
9.4,10.91687686,,,34.21020269,
7.32,14.33719655,,,19.88826779,
4.95,11.17546573,,,17.92969492,
34,12.26973298,,,25.85967556,
10.7,15.09189809,,,26.39005823,
19.23,11.81718463,,,23.4273283,
11.4,12.97341763,,,26.54764729,
18,13.75091201,,,23.72715289,
35.5,20.75550821,,,37.13983881,
6.86,43.16044332,,,62.04927785,
7.35,7.300421815,,,17.25342238,
40,24.534374,,,38.57774974,
18.2,25.24926508,,,32.17518296,
112,55.62278461,,,83.70025641,
6.4,5.089820211,,,19.60790307,
22.5,11.74327545,,,29.86507321,
8.67,9.331272573,,,20.13146583,
6.81,5.836346923,,,8.922601607,
24,15.132911,,,28.50247482,
6.54,4.876561796,,,8.395819754,
14.37,13.35729984,,,23.85196436,
8,3.183237563,,,11.70378539,
8.3,7.538817215,,,18.19376043,
18.1,11.0003381,,,29.26825973,
7.6,8.036394619,,,26.57353789,
14.2,9.307214008,,,23.15624503,
4.5,1.109101399,,,7.992231061,
20,15.19704884,,,29.37284951,
16.2,8.698747906,,,33.43644498,
7.5,19.66178526,,,26.85378384,
16,20.07717981,,,40.5032881,
33,18.37451028,,,35.06848082,
3.385,5.826102143,,,14.40237416,
4.15,3.946959129,,,12.11412389,
11.3,23.93367078,,,39.34735209,
7.48,12.42525866,,,17.01695299,
9.02,15.88410525,,,21.09427674,
7.76,15.32404318,,,23.20961188,
6.2,4.00599148,,,9.74910834,
4.7,16.13528442,,,30.27564676,
18.4,21.00899006,,,43.29221905,
5.3,10.99378583,,,25.24632484,
5.73,11.91247071,,,30.2107629,
5,13.33225069,,,17.89378703,
3.36,1.168459999,,,17.67587946,
6.53,11.71584053,,,28.12417843,
3.68,-8.984024986,,,12.63249653,
13,12.07874348,,,21.88271055,
6.5,29.95055471,,,38.2051217,
7.5,13.12097785,,,19.33469521,
6.59,8.555206911,,,12.23347915,
6.15,5.475312119,,,18.8827673,
4.96,6.975809611,,,18.97267586,
2.468,1.605956403,,,16.14387303,
5.1,6.029131731,,,18.43612958,
5.9,2.848322314,,,16.0999723,
7.3,7.37291953,,,21.15141009,
6.05,3.62390188,,,17.13184392,
3.76,10.56945599,,,15.62694823,
10,9.900043288,,,15.83434556,
4.37,4.183111399,,,15.21401027,
7.75,8.49830015,,,18.50140264,
7.9,3.062033165,,,15.48806891,
6.4,6.187633526,,,16.93887251,
4.426,18.37267402,,,34.618956,
3.16,14.08335873,,,15.8398552,
4.9,10.74567409,,,23.42392631,
2.7,8.026414874,,,17.07565944,
1.96,4.923853166,,,16.41347286,
3.8,18.59874106,,,18.29854691,
7.39,8.51649545,,,16.64970412,
43.9,14.91179318,,,32.4086123,
40.6,23.87491011,,,46.32147944,
12,16.3202671,,,17.21509104,
2.95,5.35911582,,,14.43571618,
4.95,10.34763757,,,25.60920431,
79,26.37672464,,,48.06968157,
55.5,23.2472416,,,45.29750388,
2.33,5.583667612,,,16.66309738,
4.8,3.641659322,,,10.93577096,
1.73,3.330035982,,,15.26597949,
33,,4.454246701,,,12.84205836
36.4,,11.48028259,,,28.75155849
7.73,,-7.598160196,,,11.55785551
12.1,,7.498674591,,,23.27231169
4.8,,17.1608817,,,25.65069422
3.31,,9.669229463,,,21.87733449
1.921,,7.660148138,,,20.24643933
5.2,,8.584139921,,,13.44239595
5.755,,2.969047361,,,6.703761405
5.75,,10.43353507,,,21.80320956
